Source,Target,Effect,Type,PMID,data_source
"STAT3","MAPK8","0","Binding","15979846","axel_ppi"
"PXN","PTK2","0","Binding","9054445","axel_ppi"
"ITGB2","PLAUR","0","Binding","10388537","axel_ppi"
"ITGB2","PLAUR","0","Binding","18644795","axel_ppi"
"ILK","CASP8","0","Binding","16936772","axel_ppi"
"RAC1","PIK3CA","0","Binding","9148763","axel_ppi"
"RAC1","PIK3CA","+","Binding","10592173","axel_ppi"
"INSR","IRS1","0","Binding","8626379","axel_ppi"
"INSR","IRS1","0","Binding","12446583","axel_ppi"
"INSR","IRS1","+","Phosphorylation","2159922","axel_ppi"
"PXN","PTK2","0","Binding","11113628","axel_ppi"
"PXN","PTK2","0","Binding","15494312","axel_ppi"
"PXN","PTK2","0","Binding","16298995","axel_ppi"
"PXN","PTK2","0","Binding","10455189","axel_ppi"
"PXN","PTK2","0","Binding","8922390","axel_ppi"
"INSR","IRS1","0","Binding","8662806","axel_ppi"
"INSR","IRS1","+","Phosphorylation","1385403","axel_ppi"
"INSR","IRS1","0","Binding","7499194","axel_ppi"
"ITGB1","SHARPIN","0","colocalization","21947080","axel_ppi"
"PXN","PTK2","0","Binding","10330411","axel_ppi"
"PXN","PTK2","0","Binding","9756887","axel_ppi"
"CRK","SHC1","0","Binding","9344843","axel_ppi"
"CRK","SHC1","0","Binding","9617486","axel_ppi"
"CRK","SHC1","0","Binding","19380743","axel_ppi"
"SRC","RAPGEF1","0","Binding","17474147","axel_ppi"
"CSK","ITGA3","+","Binding","10592173","axel_ppi"
"VCL","SORBS3","0","Binding","16831423","axel_ppi"
"CSK","PXN","0","Binding","11695992","wangz10_ppi"
"ITGAV","CBL","0","Binding","16600665","wangz10_ppi"
"ABL1","CAV1","0","Binding","11075810","wangz10_ppi"
"GRB2","PTK2B","0","Binding","10354709","wangz10_ppi"
"ITGAV","PTK2","0","Binding","11927607","wangz10_ppi"
"ITGB3","VIM","0","Binding","18840708","wangz10_ppi"
"ITGA9","ITGB1","0","Binding","10593924","wangz10_ppi"
"ABL1","CAV1","0","Binding","16151024","wangz10_ppi"
"PTK2","ITGAV","0","Binding","11927607","wangz10_ppi"
"MAPK8","CRKL","0","Binding","9710592","wangz10_ppi"
"EZR","PRKCA","0","Binding","10970850","wangz10_ppi"
"LRP1","SHC1","0","Binding","12069755","wangz10_ppi"
"SDC4","TGFB1I1","0","Binding","11805099","wangz10_ppi"
"HRAS","MAPK8","0","Binding","16810318","wangz10_ppi"
"CTTN","DNM2","0","Binding","12419186","wangz10_ppi"
"CTTN","CFL1","0","Binding","19704022","wangz10_ppi"
"MAPK1","PTPN1","0","Binding","12082107","wangz10_ppi"
"ITGAV","PTK2","0","Binding","19889638","wangz10_ppi"
"PDPK1","PXN","0","Binding","14585963","wangz10_ppi"
"PLCG1","VAV1","0","Binding","16467851","wangz10_ppi"
"FYN","ITGB3","0","Binding","11940607","wangz10_ppi"
"PTK2","ITGAV","0","Binding","19889638","wangz10_ppi"
"ITGB5","ITGB1","0","Binding","11462216","wangz10_ppi"
"PARVA","ILK","0","Binding","11331308","wangz10_ppi"
"RAC1","MSN","0","Binding","12467587","wangz10_ppi"
"ASAP2","PXN","0","Binding","12149250","wangz10_ppi"
"AKT1","PTEN","0","Binding","10790335","wangz10_ppi"
"CD151","ITGA3","0","Binding","14676841","wangz10_ppi"
"GRB2","INPP5D","0","Binding","9108392","wangz10_ppi"
"ITGA9","ITGB1","0","Binding","11462216","wangz10_ppi"
"ITGB3","AKT1","0","Binding","10896934","wangz10_ppi"
"PLCG1","PTPN11","0","Binding","15563458","wangz10_ppi"
"PRKCA","PLCG1","0","Binding","1370476","wangz10_ppi"
"ITGB1","PTK2","0","Binding","7657702","wangz10_ppi"
"ITGB1","PTK2","0","Binding","8649427","wangz10_ppi"
"AKT1","PTEN","0","Binding","12297295","wangz10_ppi"
"PARVA","ILK","0","Binding","15284246","wangz10_ppi"
"ITGA4","PRKACA","0","Binding","11533025","wangz10_ppi"
"ITGB4","GRB2","0","Binding","9171350","wangz10_ppi"
"RHOA","VAV1","0","Binding","16397238","wangz10_ppi"
"PXN","ARHGEF7","0","Binding","10330411","wangz10_ppi"
"AKT1","ITGB3","0","Binding","10896934","wangz10_ppi"
"AGAP2","PLCG1","0","Binding","11823862","wangz10_ppi"
"GRB2","INPP5D","0","Binding","10900203","wangz10_ppi"
"AKT1","ARHGAP32","0","Binding","12446789","wangz10_ppi"
"HRAS","MAPK8","0","Binding","11525649","wangz10_ppi"
"RAPGEF1","CBL","0","Binding","10608804","wangz10_ppi"
"PRKACA","VIM","0","Binding","2500966","wangz10_ppi"
"GNB2L1","ITGB2","0","Binding","9442085","wangz10_ppi"
"ROCK1","LIMK1","0","Binding","10559936","wangz10_ppi"
"ABL1","SRC","0","Binding","12522270","wangz10_ppi"
"RHOA","PLD1","0","Binding","9565577","wangz10_ppi"
"ROCK1","LIMK1","0","Binding","10436159","wangz10_ppi"
"PRKACA","VIM","0","Binding","11895474","wangz10_ppi"
"ABL1","SRC","0","Binding","11781820","wangz10_ppi"
"RASA1","ABL1","0","Binding","1383690","wangz10_ppi"
"VIM","ITGB3","0","Binding","18840708","wangz10_ppi"
"FYN","GNB2L1","0","Binding","12524444","wangz10_ppi"
"ABL1","SRC","0","Binding","10964922","wangz10_ppi"
"PTPN12","LPXN","0","Binding","12674328","wangz10_ppi"
"ROCK1","LIMK1","0","Binding","11340065","wangz10_ppi"
"ITGA5","ITGB3","0","Binding","1694173","wangz10_ppi"
"PAK1","PPM1F","0","Binding","11864573","wangz10_ppi"
"PTPN1","PRKCA","0","Binding","93259136","wangz10_ppi"
"ACTB","EZR","0","Binding","7876308","wangz10_ppi"
"ITGB1","GNB2L1","0","Binding","12435334","wangz10_ppi"
"EZR","RDX","0","Binding","9501018","wangz10_ppi"
"CRKL","MAPK8","0","Binding","9710592","wangz10_ppi"
"IRS1","MAPK1","0","Binding","16131083","wangz10_ppi"
"PRKACA","PDE4D","0","Binding","8663227","wangz10_ppi"
"PDPK1","IRS1","0","Binding","15802620","wangz10_ppi"
"SYK","ITGB3","0","Binding","8631894","wangz10_ppi"
"SH3KBP1","GRB2","0","Binding","12242006","wangz10_ppi"
"SORBS3","CBL","0","Binding","16923119","wangz10_ppi"
"SRC","PRKACA","0","Binding","15546918","wangz10_ppi"
"ITGA5","ITGB3","0","Binding","11756480","wangz10_ppi"
"SH3KBP1","GRB2","0","Binding","9507006","wangz10_ppi"
"SOS1","PTK2B","0","Binding","7544443","wangz10_ppi"
"PTPRA","PRKCA","0","Binding","7537734","wangz10_ppi"
"ITGA4","LPXN","0","Binding","10604475","wangz10_ppi"
"MYH9","PTPN6","0","Binding","12705885","wangz10_ppi"
"SYK","ITGB3","0","Binding","11719224","wangz10_ppi"
"ITGB3","ACTN1","0","Binding","2116421","wangz10_ppi"
"FLNA","RAC1","0","Binding","10051605","wangz10_ppi"
"GRB2","PTPN1","0","Binding","12388170","wangz10_ppi"
"RAC1","DOCK1","0","Binding","15247908","wangz10_ppi"
"ITGA5","CALR","0","Binding","12196561","wangz10_ppi"
"GRB2","PTPN1","0","Binding","15896299","wangz10_ppi"
"CSK","ITGB3","0","Binding","11940607","wangz10_ppi"
"CYTH2","PRKCA","0","Binding","10531036","wangz10_ppi"
"MAPK8","HRAS","0","Binding","11525649","wangz10_ppi"
"NRP1","NRP2","0","Binding","9856463","wangz10_ppi"
"PTK2","LPXN","0","Binding","18497331","wangz10_ppi"
"NEDD9","CRK","0","Binding","9295052","wangz10_ppi"
"RAC1","CAV1","0","Binding","15976327","wangz10_ppi"
"IRS1","ROCK1","0","Binding","11739394","wangz10_ppi"
"ITGB2","TLN1","0","Binding","2150484","wangz10_ppi"
"PALLD","ITGB5","0","Binding","16355270","wangz10_ppi"
"SOS1","MAPK1","0","Binding","8816480","wangz10_ppi"
"PAK1","PDPK1","0","Binding","11134074","wangz10_ppi"
"MAPK1","PXN","0","Binding","14636584","wangz10_ppi"
"MAPK8","HRAS","0","Binding","16810318","wangz10_ppi"
"ITGB2","PTK2","0","Binding","8649427","wangz10_ppi"
"RHOA","CAV1","0","Binding","9647788","wangz10_ppi"
"CFL1","SSH1","0","Binding","12684437","wangz10_ppi"
"ITGAV","CD47","0","Binding","10545994","wangz10_ppi"
"CTTN","HAX1","0","Binding","15159385","wangz10_ppi"
"MMP14","CAV1","0","Binding","15466865","wangz10_ppi"
"ITGB1","ITGB5","0","Binding","11462216","wangz10_ppi"
"PDE4D","PRKACA","0","Binding","8663227","wangz10_ppi"
"CBL","SORBS3","0","Binding","16923119","wangz10_ppi"
"LIMS1","ILK","0","Binding","18339839","wangz10_ppi"
"LIMS1","ILK","0","Binding","11078733","wangz10_ppi"
"SORBS1","PTK2","0","Binding","19116150","wangz10_ppi"
"GNB2L1","SRC","0","Binding","18596232","wangz10_ppi"
"PXN","VCL","0","Binding","7534286","wangz10_ppi"
"CAV1","MMP14","0","Binding","15466865","wangz10_ppi"
"AKT1","PTEN","0","Binding","12077256","wangz10_ppi"
"GNB2L1","SRC","0","Binding","12400005","wangz10_ppi"
"PTK2","ITGB4","0","Binding","12110680","wangz10_ppi"
"SH3KBP1","ASAP2","0","Binding","15719014","wangz10_ppi"
"TRPM7","MYH9","0","Binding","18394644","wangz10_ppi"
"AKT1","PTEN","0","Binding","10866658","wangz10_ppi"
"PTPN1","PRKCA","0","Binding","8491187","wangz10_ppi"
"SYK","ITGB3","0","Binding","15699036","wangz10_ppi"
"ROCK1","MARCKS","0","Binding","15708490","wangz10_ppi"
"ITGB4","ITGA6","0","Binding","9660880","wangz10_ppi"
"ITGB1","ITGA9","0","Binding","11462216","wangz10_ppi"
"ITGB1","ITGA9","0","Binding","10593924","wangz10_ppi"
"ITGB3","CAPN1","0","Binding","7592818","wangz10_ppi"
"INSR","GNB2L1","0","Binding","16382134","wangz10_ppi"
"PTK2","PTPN11","0","Binding","10655584","wangz10_ppi"
"PTPRF","PTPRA","0","Binding","10777529","wangz10_ppi"
"DOCK1","RAC1","0","Binding","15247908","wangz10_ppi"
"ARHGAP5","ITGB1","0","Binding","8537347","wangz10_ppi"
"SYK","ITGB3","0","Binding","11940607","wangz10_ppi"
"PTK2","PTPN11","0","Binding","8986614","wangz10_ppi"
"PTK2","PTPN11","0","Binding","7589239","wangz10_ppi"
"PDE4D","GNB2L1","0","Binding","11516626","wangz10_ppi"
"PTPN11","IRS1","0","Binding","10660596","wangz10_ppi"
"PTPN11","IRS1","0","Binding","11781100","wangz10_ppi"
"ITGB8","MMP14","0","Binding","11970960","wangz10_ppi"
"ITGB2","PRKCA","0","Binding","11700305","wangz10_ppi"
"PXN","CRKL","0","Binding","9710592","wangz10_ppi"
"ITGB2","PRKCA","0","Binding","12682249","wangz10_ppi"
"PTEN","SHARPIN","0","Binding","20458142","wangz10_ppi"
"RASA1","PTK2B","0","Binding","8798684","wangz10_ppi"
"TLN1","TES","0","Binding","12695497","wangz10_ppi"
"PTPN11","IRS1","0","Binding","7935386","wangz10_ppi"
"MAPK1","PAK1","0","Binding","11604394","wangz10_ppi"
"PALLD","EZR","0","Binding","1159819","wangz10_ppi"
"PFN1","DNM2","0","Binding","12419186","wangz10_ppi"
"FABP3","ITGB1","0","Binding","20802519","wangz10_ppi"
"PTK2","CBL","0","Binding","17675501","wangz10_ppi"
"CFL1","CTTN","0","Binding","19704022","wangz10_ppi"
"SH3KBP1","HRAS","0","Binding","18048363","wangz10_ppi"
"PTPN12","SHC1","0","Binding","11432829","wangz10_ppi"
"PRKCA","PLD1","0","Binding","10441128","wangz10_ppi"
"LIMK1","PAK1","0","Binding","11340065","wangz10_ppi"
"PRKCA","GNB2L1","0","Binding","12435334","wangz10_ppi"
"LIMK1","PAK1","0","Binding","10652353","wangz10_ppi"
"PAK1","AKT1","0","Binding","12138087","wangz10_ppi"
"PXN","PTPN12","0","Binding","10625692","wangz10_ppi"
"GRB2","SH3KBP1","0","Binding","9507006","wangz10_ppi"
"PABPC1","GNB2L1","0","Binding","12388589","wangz10_ppi"
"GRB2","SH3KBP1","0","Binding","12242006","wangz10_ppi"
"PXN","PTPN12","0","Binding","11950600","wangz10_ppi"
"PXN","PTPN12","0","Binding","10085298","wangz10_ppi"
"PIP5K1C","SRC","0","Binding","14691141","wangz10_ppi"
"PTPN12","SHC1","0","Binding","11342545","wangz10_ppi"
"ABL1","PLCG1","0","Binding","1383690","wangz10_ppi"
"ITGB1","ITGAV","0","Binding","2138612","wangz10_ppi"
"HAX1","CTTN","0","Binding","15159385","wangz10_ppi"
"PRKCA","PTPRA","0","Binding","7537734","wangz10_ppi"
"CRK","CRKL","0","Binding","9614078","wangz10_ppi"
"GRB7","PTK2","0","Binding","12021278","wangz10_ppi"
"ITGAV","CALR","0","Binding","12196561","wangz10_ppi"
"PTPRA","IRS1","0","Binding","10660596","wangz10_ppi"
"FABP3","ITGA1","0","Binding","20802519","wangz10_ppi"
"ABL1","ENAH","0","Binding","17101133","wangz10_ppi"
"CBL","PTPN11","0","Binding","17330819","wangz10_ppi"
"MARCKS","ROCK1","0","Binding","15708490","wangz10_ppi"
"CEACAM1","PTPN12","0","Binding","9867848","wangz10_ppi"
"ROCK1","EZR","0","Binding","19255442","wangz10_ppi"
"SRC","PDPK1","0","Binding","16314505","wangz10_ppi"
"SOS1","ABI3","0","Binding","11956071","wangz10_ppi"
"EZR","PALLD","0","Binding","1159819","wangz10_ppi"
"PRKCA","CORO1B","0","Binding","17350576","wangz10_ppi"
"PRKCA","CORO1B","0","Binding","16027158","wangz10_ppi"
"PTK2B","SOS1","0","Binding","7544443","wangz10_ppi"
"CASP8","FYN","0","Binding","10435619","wangz10_ppi"
"CRK","NEDD9","0","Binding","9295052","wangz10_ppi"
"ENAH","ABL1","0","Binding","17101133","wangz10_ppi"
"GNB2L1","PRKCA","0","Binding","12435334","wangz10_ppi"
"VAV2","RHOA","0","Binding","11909943","wangz10_ppi"
"PTK2","CD47","0","Binding","9169439","wangz10_ppi"
"SRC","PDPK1","0","Binding","12738763","wangz10_ppi"
"SRC","PDPK1","0","Binding","11481331","wangz10_ppi"
"PTK2","PLCG1","0","Binding","8660853","wangz10_ppi"
"ROCK1","EZR","0","Binding","10970850","wangz10_ppi"
"LYN","CRKL","0","Binding","11443118","wangz10_ppi"
"LRP1","PRKACA","0","Binding","11158305","wangz10_ppi"
"ROCK1","EZR","0","Binding","11387207","wangz10_ppi"
"ROCK1","EZR","0","Binding","19386264","wangz10_ppi"
"FLNA","ITGB6","0","Binding","11807098","wangz10_ppi"
"SRC","SH3KBP1","0","Binding","22833562","wangz10_ppi"
"BCAR1","PKD1","0","Binding","11113628","wangz10_ppi"
"ITGB1","VCL","0","Binding","2116421","wangz10_ppi"
"ILK","ITGB1","0","Binding","9736715","wangz10_ppi"
"CRKL","TGFB1I1","0","Binding","9858471","wangz10_ppi"
"CRKL","TGFB1I1","0","Binding","11463817","wangz10_ppi"
"ITGB1","CD151","0","Binding","14676841","wangz10_ppi"
"PRKCA","SDC4","0","Binding","9556568","wangz10_ppi"
"FYN","BCAR1","0","Binding","17129785","wangz10_ppi"
"FYN","BCAR1","0","Binding","11181827","wangz10_ppi"
"PRKCA","SDC4","0","Binding","14670076","wangz10_ppi"
"PRKCA","SDC4","0","Binding","12571249","wangz10_ppi"
"ITGB1","ILK","0","Binding","9736715","wangz10_ppi"
"PTPN11","INSR","0","Binding","9832615","wangz10_ppi"
"PLCG1","DNM2","0","Binding","11018064","wangz10_ppi"
"PTPRA","PTPRF","0","Binding","10777529","wangz10_ppi"
"SSH1","LIMK1","0","Binding","11832213","wangz10_ppi"
"CAV1","LRP1","0","Binding","14593097","wangz10_ppi"
"ARHGAP26","INSR","0","Binding","7836419","wangz10_ppi"
"ACTB","LYN","0","Binding","10403844","wangz10_ppi"
"FYN","CASP8","0","Binding","10435619","wangz10_ppi"
"SRC","AKT1","0","Binding","11445557","wangz10_ppi"
"PTK2","ITGB3","0","Binding","8649427","wangz10_ppi"
"PTK2","ITGB3","0","Binding","11940607","wangz10_ppi"
"PRNP","CAV1","0","Binding","10988071","wangz10_ppi"
"RAC1","VAV2","0","Binding","16397238","wangz10_ppi"
"VAV1","SHC1","0","Binding","15688026","wangz10_ppi"
"CALR","ITGA3","0","Binding","8006073","wangz10_ppi"
"ITGB1","ITGAV","0","Binding","1690718","wangz10_ppi"
"ITGB7","ITGAE","0","Binding","10837471","wangz10_ppi"
"CAV1","RAC1","0","Binding","15976327","wangz10_ppi"
"BCAR1","ABL1","0","Binding","17129785","wangz10_ppi"
"CORO1B","PRKCA","0","Binding","16027158","wangz10_ppi"
"ILK","PARVB","0","Binding","15467740","wangz10_ppi"
"PDPK1","SRC","0","Binding","11481331","wangz10_ppi"
"ITGB7","ITGAE","0","Binding","8119947","wangz10_ppi"
"CORO1B","PRKCA","0","Binding","17350576","wangz10_ppi"
"ITGB3","LYN","0","Binding","14593208","wangz10_ppi"
"PDPK1","SRC","0","Binding","16314505","wangz10_ppi"
"PDPK1","SRC","0","Binding","12738763","wangz10_ppi"
"ITGA4","TGFB1I1","0","Binding","10604475","wangz10_ppi"
"ITGA6","ITGB4","0","Binding","9660880","wangz10_ppi"
"CALR","ITGA3","0","Binding","11327697","wangz10_ppi"
"SHC1","PTK2B","0","Binding","7544443","wangz10_ppi"
"ARHGEF12","RHOA","0","Binding","12515866","wangz10_ppi"
"ARHGEF12","RHOA","0","Binding","23405219","wangz10_ppi"
"CBL","RAPGEF1","0","Binding","10608804","wangz10_ppi"
"ITGA6","GRB2","0","Binding","7556090","wangz10_ppi"
"IRS1","CAV1","0","Binding","15003536","wangz10_ppi"
"FYN","ITGB4","0","Binding","11684709","wangz10_ppi"
"VAV3","ZYX","0","Binding","8622875","wangz10_ppi"
"GAB1","SOS1","0","Binding","11707404","wangz10_ppi"
"MAPK1","PPP2CA","0","Binding","12624094","wangz10_ppi"
"AKT1","KTN1","0","Binding","11162552","wangz10_ppi"
"ITGB2","ILK","0","Binding","9736715","wangz10_ppi"
"PTPRA","FYN","0","Binding","8980254","wangz10_ppi"
"INSR","ARF1","0","Binding","9197239","wangz10_ppi"
"PAK1","SHC1","0","Binding","15688026","wangz10_ppi"
"RAC1","FLNA","0","Binding","10051605","wangz10_ppi"
"PPP2CA","MAPK1","0","Binding","12624094","wangz10_ppi"
"RAPGEF1","SRC","0","Binding","14551197","wangz10_ppi"
"CSK","PTPN12","0","Binding","11158295","wangz10_ppi"
"LYN","LPXN","0","Binding","17640867","wangz10_ppi"
"RAPGEF1","SRC","0","Binding","10318861","wangz10_ppi"
"RAPGEF1","SRC","0","Binding","12734187","wangz10_ppi"
"ITGA3","CD151","0","Binding","14676841","wangz10_ppi"
"PTK2","VCL","0","Binding","10545505","wangz10_ppi"
"PXN","PAK1","0","Binding","10330411","wangz10_ppi"
"PAK1","MAPK1","0","Binding","11604394","wangz10_ppi"
"RHOA","FLNA","0","Binding","10051605","wangz10_ppi"
"PTK2B","SYK","0","Binding","9560226","wangz10_ppi"
"PTK2B","SYK","0","Binding","15105428","wangz10_ppi"
"PTK2B","SYK","0","Binding","8816475","wangz10_ppi"
"PXN","PAK1","0","Binding","14580336","wangz10_ppi"
"FABP3","ITGB4","0","Binding","20802519","wangz10_ppi"
"PTPN12","INSR","0","Binding","8454633","wangz10_ppi"
"GNB2L1","PABPC1","0","Binding","12388589","wangz10_ppi"
"INPP5D","GAB1","0","Binding","11402314","wangz10_ppi"
"GAB1","SRC","0","Binding","12808090","wangz10_ppi"
"PXN","ITGB1","0","Binding","7657702","wangz10_ppi"
"SHC1","PLCG1","0","Binding","8155326","wangz10_ppi"
"SHC1","PLCG1","0","Binding","10652211","wangz10_ppi"
"CTTN","SVIL","0","Binding","19109420","wangz10_ppi"
"ABL1","RASA1","0","Binding","1383690","wangz10_ppi"
"LYN","ITGB3","0","Binding","14593208","wangz10_ppi"
"PXN","CBL","0","Binding","22203672","wangz10_ppi"
"THY1","ITGAM","0","Binding","15004192","wangz10_ppi"
"CAPN1","ITGB3","0","Binding","7592818","wangz10_ppi"
"PTK2","CBL","0","Binding","22203672","wangz10_ppi"
"SRC","SORBS1","0","Binding","19891780","wangz10_ppi"
"ELMO1","RAC1","0","Binding","15247908","wangz10_ppi"
"ITGAV","ITGB6","0","Binding","8120056","wangz10_ppi"
"ITGAV","ITGB6","0","Binding","1532572","wangz10_ppi"
"CD47","ITGAV","0","Binding","10545994","wangz10_ppi"
"ITGB5","ITGA5","0","Binding","11462216","wangz10_ppi"
"ITGB2","LYN","0","Binding","14593208","wangz10_ppi"
"CBL","ARHGEF7","0","Binding","23175185","wangz10_ppi"
"ITGB5","ITGA5","0","Binding","7592829","wangz10_ppi"
"ACTB","CFL1","0","Binding","19704022","wangz10_ppi"
"PTPRF","INSR","0","Binding","1321126","wangz10_ppi"
"MAPK1","GRB2","0","Binding","8994038","wangz10_ppi"
"FYN","TUBA1B","0","Binding","11826099","wangz10_ppi"
"ITGB5","ITGAV","0","Binding","7689573","wangz10_ppi"
"MYOM1","MYH9","0","Binding","7588733","wangz10_ppi"
"CAV1","FYN","0","Binding","9252391","wangz10_ppi"
"CAV1","FYN","0","Binding","12529448","wangz10_ppi"
"CAV1","FYN","0","Binding","14992595","wangz10_ppi"
"CAV1","FYN","0","Binding","12921535","wangz10_ppi"
"PRKCA","SYK","0","Binding","12881490","wangz10_ppi"
"SH3KBP1","SRC","0","Binding","22833562","wangz10_ppi"
"BCAR1","GRB2","0","Binding","8700507","wangz10_ppi"
"BCAR1","GRB2","0","Binding","8649368","wangz10_ppi"
"CAV1","PRNP","0","Binding","10988071","wangz10_ppi"
"PRKACA","SRC","0","Binding","15546918","wangz10_ppi"
"NRP2","NRP1","0","Binding","9856463","wangz10_ppi"
"ACTB","LASP1","0","Binding","9848085","wangz10_ppi"
"FLNA","ITGB7","0","Binding","11781567","wangz10_ppi"
"CAV1","ABL1","0","Binding","16151024","wangz10_ppi"
"CAV1","ABL1","0","Binding","11075810","wangz10_ppi"
"MAPK1","PTPRH","0","Binding","11278335","wangz10_ppi"
"ARHGEF7","RAC1","0","Binding","14557270","wangz10_ppi"
"PTPN1","PTK2","0","Binding","16291744","wangz10_ppi"
"GIT2","ARHGEF7","0","Binding","10896954","wangz10_ppi"
"GIT2","ARHGEF7","0","Binding","10428811","wangz10_ppi"
"ARHGEF6","PAK1","0","Binding","15688026","wangz10_ppi"
"ACTN1","PKD1","0","Binding","11113628","wangz10_ppi"
"ARHGEF7","GIT1","0","Binding","10896954","wangz10_ppi"
"KTN1","AKT1","0","Binding","11162552","wangz10_ppi"
"EZR","AKT1","0","Binding","14504278","wangz10_ppi"
"CBL","IRS1","0","Binding","19546233","wangz10_ppi"
"EZR","AKT1","0","Binding","15843435","wangz10_ppi"
"EZR","AKT1","0","Binding","15531580","wangz10_ppi"
"EZR","AKT1","0","Binding","10970850","wangz10_ppi"
"GAB1","SHC1","0","Binding","12808090","wangz10_ppi"
"MYH9","SVIL","0","Binding","17925381","wangz10_ppi"
"VCL","SRC","0","Binding","15229287","wangz10_ppi"
"PXN","ASAP2","0","Binding","12149250","wangz10_ppi"
"SHC1","PTPN12","0","Binding","11432829","wangz10_ppi"
"SHC1","PTPN12","0","Binding","11342545","wangz10_ppi"
"CBL","PIK3CA","0","Binding","8641358","wangz10_ppi"
"CBL","PIK3CA","0","Binding","9119889","wangz10_ppi"
"MAPK1","GAB1","0","Binding","15379552","wangz10_ppi"
"ABL1","SORBS1","0","Binding","19891780","wangz10_ppi"
"ITGA1","ITGB1","0","Binding","12883474","wangz10_ppi"
"ITGA1","ITGB1","0","Binding","8428973","wangz10_ppi"
"PTPRA","BCAR1","0","Binding","10787408","wangz10_ppi"
"FHL2","ITGB5","0","Binding","16355270","wangz10_ppi"
"DNM2","PFN1","0","Binding","12419186","wangz10_ppi"
"CBL","HRAS","0","Binding","18048363","wangz10_ppi"
"CSRP1","ACTN1","0","Binding","10926853","wangz10_ppi"
"GIT1","PXN","0","Binding","10896954","wangz10_ppi"
"MAPK1","MAPK8","0","Binding","15778365","wangz10_ppi"
"PTPN12","SORBS2","0","Binding","18559503","wangz10_ppi"
"ILK","PARVA","0","Binding","11331308","wangz10_ppi"
"ILK","PARVA","0","Binding","15284246","wangz10_ppi"
"CRK","FYN","0","Binding","9837978","wangz10_ppi"
"GRB2","MAPK1","0","Binding","8994038","wangz10_ppi"
"ITGB5","FLNA","0","Binding","16355270","wangz10_ppi"
"ACTN1","ITGB1","0","Binding","15721583","wangz10_ppi"
"ARF1","INSR","0","Binding","9197239","wangz10_ppi"
"LYN","CSK","0","Binding","8612628","wangz10_ppi"
"LYN","CSK","0","Binding","10415030","wangz10_ppi"
"LYN","CSK","0","Binding","9171348","wangz10_ppi"
"RASA1","ARHGAP5","0","Binding","8537347","wangz10_ppi"
"GRB7","GRB2","0","Binding","10377264","wangz10_ppi"
"EZR","SRC","0","Binding","15623525","wangz10_ppi"
"GRB2","ITGB4","0","Binding","9171350","wangz10_ppi"
"ARHGEF7","PXN","0","Binding","10330411","wangz10_ppi"
"PTPRF","BCAR1","0","Binding","10320483","wangz10_ppi"
"FYN","IRS1","0","Binding","8631859","wangz10_ppi"
"TGFB1I1","CRKL","0","Binding","11463817","wangz10_ppi"
"TGFB1I1","CRKL","0","Binding","9858471","wangz10_ppi"
"PKD1","PXN","0","Binding","11113628","wangz10_ppi"
"FABP3","ITGA2","0","Binding","20802519","wangz10_ppi"
"PTK2","NEDD9","0","Binding","8879209","wangz10_ppi"
"PTK2","NEDD9","0","Binding","10455189","wangz10_ppi"
"VCL","PXN","0","Binding","7534286","wangz10_ppi"
"GAB1","INPP5D","0","Binding","11402314","wangz10_ppi"
"ARPC2","SSH1","0","Binding","17350576","wangz10_ppi"
"PAK1","FLNA","0","Binding","15024089","wangz10_ppi"
"CRK","ELMO1","0","Binding","0","wangz10_ppi"
"CD151","ITGB1","0","Binding","14676841","wangz10_ppi"
"ITGB1","ITGA11","0","Binding","10486209","wangz10_ppi"
"MAPK1","CAV1","0","Binding","12388423","wangz10_ppi"
"ROCK1","IRS1","0","Binding","11739394","wangz10_ppi"
"ELMO1","CRK","0","Binding","0","wangz10_ppi"
"ITGB6","ITGAV","0","Binding","1532572","wangz10_ppi"
"ITGB3","FYN","0","Binding","11940607","wangz10_ppi"
"NF2","ARHGAP32","0","Binding","12446789","wangz10_ppi"
"ITGB3","PDPK1","0","Binding","10896934","wangz10_ppi"
"ITGB4","VIM","0","Binding","12441134","wangz10_ppi"
"ITGB4","PVR","0","Binding","21880726","wangz10_ppi"
"SORBS2","PTPN12","0","Binding","18559503","wangz10_ppi"
"ITGB6","ITGAV","0","Binding","8120056","wangz10_ppi"
"GNB2L1","ITGB1","0","Binding","12435334","wangz10_ppi"
"PXN","TUBA1B","0","Binding","10840040","wangz10_ppi"
"PTPRF","IRS1","0","Binding","8732688","wangz10_ppi"
"PTPRF","IRS1","0","Binding","10660596","wangz10_ppi"
"LIMK1","SSH1","0","Binding","11832213","wangz10_ppi"
"ITGA1","FABP3","0","Binding","20802519","wangz10_ppi"
"ACTB","OSTF1","0","Binding","15135048","wangz10_ppi"
"PKD1","HSPB1","0","Binding","15728188","wangz10_ppi"
"ITGB5","PALLD","0","Binding","16355270","wangz10_ppi"
"PKD1","BCAR1","0","Binding","11113628","wangz10_ppi"
"SRC","CEACAM1","0","Binding","9867848","wangz10_ppi"
"SHC1","IRS1","0","Binding","7499194","wangz10_ppi"
"KCNH2","PRKACA","0","Binding","11953308","wangz10_ppi"
"KCNH2","PRKACA","0","Binding","10837251","wangz10_ppi"
"ITGB3","SYK","0","Binding","11719224","wangz10_ppi"
"ITGB3","SYK","0","Binding","11940607","wangz10_ppi"
